TORNADO_BEGIN_DATE_TIME,TORNADO_END_DATE_TIME,TORNADO_BEGIN_LAT,TORNADO_BEGIN_LON,TORNADO_END_LAT,TORNADO_END_LON
2000-04-23 14:25:00,2000-04-23 14:25:00,34.95,-94.9,34.95,-94.9
2000-05-24 22:34:00,2000-05-24 22:34:00,35.75,-96.23333,35.75,-96.23333
2000-05-25 22:25:00,2000-05-25 22:42:00,36.56667,-98.61667,36.66667,-98.55
2000-05-25 22:53:00,2000-05-26 23:07:00,36.58333,-98.36667,36.65,-98.3
2000-05-24 19:24:00,2000-05-24 19:24:00,36.58333,-94.75,36.58333,-94.75
2000-05-25 23:55:00,2000-05-25 23:56:00,36.3,-97.9,36.3,-97.9
2000-05-24 19:42:00,2000-05-24 19:42:00,36.36667,-95.31667,36.36667,-95.31667
2000-05-24 19:57:00,2000-05-24 19:57:00,36.25,-95.1,36.25,-95.1
2000-04-23 13:22:00,2000-04-23 13:26:00,34.86667,-95.53333,34.86667,-95.5
2000-04-23 14:58:00,2000-04-23 15:43:00,33.88333,-94.8,33.93333,-94.55
2000-05-25 23:00:00,2000-05-25 23:14:00,36.21667,-98.65,36.23333,-98.46667
2000-05-26 18:57:00,2000-05-26 19:03:00,35.31667,-98.45,35.28333,-98.41667
2000-05-26 18:12:00,2000-05-26 18:28:00,35.31667,-98.66667,35.33333,-98.63333
2000-05-26 18:28:00,2000-05-26 18:28:00,35.3,-98.6,35.3,-98.6
2000-05-26 18:47:00,2000-05-26 18:47:00,35.3,-98.53333,35.3,-98.53333
2000-06-13 22:56:00,2000-06-13 22:56:00,36.65,-99.08333,36.65,-99.08333
2000-06-04 19:43:00,2000-06-04 19:43:00,36.4,-96.05,36.4,-96.05
2000-06-04 19:25:00,2000-06-04 19:25:00,36.5,-95.91667,36.5,-95.91667
2000-10-22 18:14:00,2000-10-22 18:22:00,35.43333,-97.5,35.48333,-97.51667
2000-10-22 18:02:00,2000-10-22 18:07:00,35.38333,-97.53333,35.4,-97.5
2000-10-21 16:41:00,2000-10-21 16:55:00,34.31667,-98.31667,34.36667,-98.31667
2000-10-22 16:58:00,2000-10-22 17:04:00,34.68333,-96.55,34.71667,-96.55
2000-10-22 18:00:00,2000-10-22 18:00:00,34.81667,-96.51667,34.81667,-96.51667
2000-10-22 16:36:00,2000-10-22 16:36:00,35.53333,-98.08333,35.53333,-98.08333
2000-10-22 15:14:00,2000-10-22 15:26:00,35.25,-98.25,35.35,-98.23333
2001-04-11 04:25:00,2001-04-11 04:34:00,34.5,-96.16667,34.6,-96.1
2001-04-11 03:47:00,2001-04-11 03:47:00,34.08333,-96.55,34.08333,-96.55
2001-04-11 04:34:00,2001-04-11 04:40:00,34.6,-95.96667,34.66667,-96.05
2001-04-11 02:58:00,2001-04-11 03:04:00,33.73333,-97.15,33.78333,-97.1
2001-04-11 04:06:00,2001-04-11 04:10:00,34.36667,-96.38333,34.4,-96.35
2001-04-11 02:00:00,2001-04-11 02:06:00,35.16667,-96.83333,35.23333,-96.85
2001-04-11 03:40:00,2001-04-11 03:49:00,34.56667,-96.56667,34.61667,-96.5
2001-04-11 03:45:00,2001-04-11 04:06:00,34.16667,-96.6,34.33333,-96.4
2001-04-11 03:49:00,2001-04-11 03:56:00,34.63333,-96.5,34.66667,-96.45
2001-04-11 03:56:00,2001-04-11 04:03:00,34.66667,-96.46667,34.73333,-96.41667
2001-04-11 06:26:00,2001-04-11 06:31:00,35.3,-95.13333,35.35,-95.05
2001-04-10 23:00:00,2001-04-10 23:15:00,36.55,-100.58333,36.61667,-100.48333
2001-04-10 23:10:00,2001-04-10 23:20:00,36.7,-100.55,36.73333,-100.51667
2001-04-10 22:40:00,2001-04-10 23:10:00,36.51667,-100.68333,36.68333,-100.51667
2001-05-20 15:50:00,2001-05-20 15:56:00,35.26667,-95.96667,35.26667,-95.88333
2001-05-20 17:30:00,2001-05-20 17:30:00,35.21667,-95.38333,35.21667,-95.38333
2001-05-20 17:30:00,2001-05-20 17:30:00,36.65,-96.33333,36.65,-96.33333
2001-05-30 20:10:00,2001-05-30 20:10:00,34.71667,-95.9,34.71667,-95.9
2001-05-30 20:30:00,2001-05-30 20:30:00,34.68333,-95.3,34.68333,-95.3
2001-05-19 13:23:00,2001-05-19 13:25:00,34.65,-99.4,34.65,-99.4
2001-05-06 16:30:00,2001-05-06 16:31:00,35.6,-98.11667,35.6,-98.11667
2001-05-20 17:54:00,2001-05-20 17:54:00,35.23333,-95.15,35.23333,-95.15
2001-05-20 17:58:00,2001-05-20 17:58:00,34.98333,-95.76667,34.98333,-95.76667
2001-05-20 18:30:00,2001-05-20 18:30:00,35.18333,-95.05,35.18333,-95.05
2001-05-20 18:37:00,2001-05-20 18:37:00,34.98333,-95.4,34.98333,-95.4
2001-05-20 19:50:00,2001-05-20 19:52:00,34.81667,-94.98333,34.81667,-94.96667
2001-05-30 18:56:00,2001-05-30 18:56:00,34.83333,-95.56667,34.83333,-95.56667
2001-05-20 18:55:00,2001-05-20 18:55:00,35.23333,-94.66667,35.23333,-94.66667
2001-05-20 15:20:00,2001-05-20 15:50:00,35.2,-96.11667,35.25,-95.98333
2001-05-20 18:40:00,2001-05-20 18:41:00,34.66667,-96.26667,34.66667,-96.26667
2001-05-04 18:05:00,2001-05-04 18:06:00,34.75,-98.16667,34.75,-98.16667
2001-05-04 18:20:00,2001-05-04 18:24:00,34.68333,-97.98333,34.68333,-97.98333
2001-05-05 19:11:00,2001-05-05 19:11:00,35.33333,-98.98333,35.33333,-98.98333
2001-05-05 19:15:00,2001-05-05 19:19:00,35.35,-98.95,35.35,-98.95
2001-05-20 17:51:00,2001-05-20 17:51:00,34.66667,-96.66667,34.66667,-96.66667
2001-05-20 18:15:00,2001-05-20 18:15:00,34.63333,-96.46667,34.63333,-96.46667
2001-05-06 14:58:00,2001-05-06 15:04:00,35.56667,-97.48333,35.56667,-97.48333
2001-05-06 16:04:00,2001-05-06 16:13:00,34.0,-97.05,34.0,-97.05
2001-05-04 15:05:00,2001-05-04 15:06:00,34.53333,-98.25,34.53333,-98.25
2001-05-27 22:03:00,2001-05-27 22:13:00,35.9,-98.96667,35.9,-98.96667
2001-06-05 18:34:00,2001-06-05 18:34:00,36.36667,-99.43333,36.36667,-99.43333
2001-09-17 15:53:00,2001-09-17 15:54:00,36.58333,-102.7,36.58333,-102.7
2001-09-08 14:33:00,2001-09-08 14:34:00,34.58333,-96.0,34.58333,-96.0
2001-09-19 18:30:00,2001-09-19 18:32:00,36.73333,-100.56667,36.73333,-100.56667
2001-09-18 00:20:00,2001-09-18 00:21:00,36.38333,-98.26667,36.38333,-98.25
2001-09-07 14:25:00,2001-09-07 14:28:00,36.55,-98.26667,36.55,-98.23333
2001-09-20 17:20:00,2001-09-20 17:23:00,36.91667,-99.11667,36.91667,-99.11667
2001-10-09 15:30:00,2001-10-09 15:32:00,35.61667,-99.51667,35.61667,-99.51667
2001-10-09 18:05:00,2001-10-09 18:10:00,35.25,-97.6,35.25,-97.6
2001-10-09 16:15:00,2001-10-09 16:16:00,35.65,-98.9,35.65,-98.9
2001-10-09 16:36:00,2001-10-09 16:49:00,35.28333,-97.93333,35.28333,-97.93333
2001-10-09 14:17:00,2001-10-09 14:18:00,35.6,-99.51667,35.6,-99.51667
2001-10-09 16:49:00,2001-10-09 17:10:00,35.33333,-98.16667,35.33333,-98.16667
2001-10-09 17:28:00,2001-10-09 17:28:00,35.48333,-97.53333,35.48333,-97.53333
2001-10-09 13:42:00,2001-10-09 13:52:00,35.26667,-99.93333,35.26667,-99.93333
2001-10-09 16:32:00,2001-10-09 16:36:00,35.33333,-98.13333,35.33333,-98.13333
2001-10-09 13:50:00,2001-10-09 13:50:00,35.3,-99.75,35.3,-99.75
2001-10-09 16:57:00,2001-10-09 16:58:00,35.31667,-97.96667,35.31667,-97.96667
2001-10-09 13:42:00,2001-10-09 13:42:00,35.26667,-98.26667,35.28333,-98.25
2001-10-09 15:32:00,2001-10-09 15:40:00,35.01667,-99.1,35.01667,-99.1
2001-10-09 17:57:00,2001-10-09 17:58:00,35.25,-97.6,35.25,-97.6
2001-10-09 16:08:00,2001-10-09 16:21:00,35.06667,-98.88333,35.06667,-98.88333
2001-10-09 13:39:00,2001-10-09 13:40:00,35.25,-98.26667,35.25,-98.23333
2001-10-09 14:12:00,2001-10-09 14:17:00,35.53333,-99.18333,35.53333,-99.18333
2001-10-09 15:40:00,2001-10-09 15:56:00,35.01667,-99.1,35.01667,-99.1
2001-10-09 16:42:00,2001-10-09 16:42:00,35.38333,-97.93333,35.38333,-97.93333
2001-10-09 17:18:00,2001-10-09 17:22:00,35.31667,-97.95,35.31667,-97.95
2001-10-09 15:52:00,2001-10-09 15:53:00,35.01667,-99.1,35.01667,-99.1
2001-10-09 18:20:00,2001-10-09 18:24:00,35.48333,-97.53333,35.48333,-97.53333
2001-10-09 18:15:00,2001-10-09 18:19:00,35.33333,-97.5,35.33333,-97.5
2002-05-08 19:49:00,2002-05-08 19:57:00,36.61667,-97.55,36.7,-97.46667
2002-05-24 17:27:00,2002-05-24 17:29:00,35.31667,-99.13333,35.31667,-99.13333
2002-04-11 21:52:00,2002-04-11 21:55:00,36.61667,-97.48333,36.56667,-97.45
2002-04-11 21:55:00,2002-04-11 21:59:00,36.58333,-97.43333,36.56667,-97.41667
2002-04-11 21:52:00,2002-04-11 21:52:00,36.61667,-97.45,36.61667,-97.45
2002-05-05 21:10:00,2002-05-05 21:14:00,36.11667,-98.83333,36.15,-98.85
2002-04-16 19:18:00,2002-04-16 19:28:00,34.38333,-96.16667,34.4,-96.13333
2002-04-17 23:32:00,2002-04-18 00:05:00,36.48333,-98.75,36.6,-98.48333
2002-04-17 22:41:00,2002-04-17 22:47:00,36.16667,-99.08333,36.2,-99.06667
2002-05-16 23:05:00,2002-05-16 23:07:00,35.28333,-99.98333,35.28333,-99.98333
2002-04-18 00:05:00,2002-04-18 00:28:00,36.58333,-98.51667,36.78333,-98.41667
2002-05-05 18:58:00,2002-05-05 19:00:00,35.96667,-99.96667,35.98333,-99.95
2002-04-17 21:15:00,2002-04-17 21:16:00,35.51667,-99.36667,35.51667,-99.36667
2002-04-18 00:39:00,2002-04-18 00:40:00,36.7,-98.35,36.71667,-98.33333
2002-04-17 22:33:00,2002-04-17 22:41:00,36.1,-99.08333,36.15,-99.06667
2002-04-16 20:15:00,2002-04-16 20:15:00,34.45,-95.73333,34.45,-95.73333
2002-06-12 18:30:00,2002-06-12 18:35:00,36.53333,-99.85,36.53333,-99.86667
2002-05-16 18:00:00,2002-05-16 18:02:00,36.66667,-101.63333,36.66667,-101.63333
2002-05-16 18:40:00,2002-05-16 18:43:00,36.63333,-101.78333,36.63333,-101.78333
2002-04-17 23:27:00,2002-04-17 23:32:00,36.43333,-98.73333,36.5,-98.66667
2002-06-15 17:03:00,2002-06-15 17:09:00,36.83333,-101.0,36.83333,-101.0
2002-09-18 18:29:00,2002-09-18 18:30:00,36.85,-97.35,36.85,-97.35
2002-09-18 17:16:00,2002-09-18 17:19:00,36.66667,-98.06667,36.68333,-98.05
2003-03-17 15:17:00,2003-03-17 15:17:00,35.01667,-99.1,35.01667,-99.1
2003-03-17 15:05:00,2003-03-17 15:17:00,35.55,-99.81667,35.55,-99.81667
2003-03-17 18:03:00,2003-03-17 18:03:00,35.01667,-99.1,35.01667,-99.1
2003-03-17 14:57:00,2003-03-17 15:03:00,35.03333,-98.66667,35.03333,-98.66667
2003-04-15 17:00:00,2003-04-15 17:12:00,35.65,-96.95,35.65,-96.95
2003-04-15 17:41:00,2003-04-15 17:43:00,34.03333,-97.63333,34.03333,-97.63333
2003-04-23 16:16:00,2003-04-23 16:19:00,37.0,-98.03333,37.0,-98.03333
2003-04-19 17:05:00,2003-04-19 17:26:00,36.25,-96.28333,36.25,-96.28333
2003-04-19 17:26:00,2003-04-19 17:30:00,35.05,-95.78333,35.05,-95.78333
2003-04-15 22:41:00,2003-04-15 22:45:00,35.83333,-99.53333,35.83333,-99.53333
2003-04-19 16:57:00,2003-04-19 17:05:00,36.51667,-96.76667,36.51667,-96.76667
2003-05-01 18:30:00,2003-05-01 18:45:00,34.43333,-94.98333,34.38333,-94.95
2003-05-01 19:15:00,2003-05-01 19:45:00,34.08333,-94.8,33.95,-94.63333
2003-04-15 18:53:00,2003-04-15 18:59:00,35.33333,-97.5,35.33333,-97.5
2003-04-15 22:56:00,2003-04-15 23:00:00,,,,
2003-04-15 18:29:00,2003-04-15 18:30:00,35.55,-99.91667,35.61667,-99.75
2003-04-15 18:30:00,2003-04-15 18:36:00,35.75,-99.5,35.76667,-99.48333
2003-05-14 19:10:00,2003-05-14 19:45:00,33.98333,-95.08333,33.73333,-94.73333
2003-04-19 15:40:00,2003-04-19 15:40:00,36.9,-97.06667,36.9,-97.06667
2003-04-15 17:48:00,2003-04-15 17:48:00,35.53333,-99.11667,35.53333,-99.11667
2003-04-15 17:55:00,2003-04-15 17:58:00,35.25,-97.6,35.25,-97.6
2003-05-16 04:41:00,2003-05-16 04:45:00,35.86667,-95.23333,35.86667,-95.23333
2003-05-15 15:12:00,2003-05-15 15:13:00,36.73333,-102.53333,36.73333,-102.53333
2003-05-15 15:25:00,2003-05-15 15:35:00,36.73333,-102.9,36.76667,-102.83333
2003-05-08 17:46:00,2003-05-08 18:56:00,36.58333,-96.71667,36.88333,-96.13333
2003-05-16 12:40:00,2003-05-16 12:49:00,35.41667,-96.01667,35.45,-95.98333
2003-05-16 13:08:00,2003-05-16 13:09:00,35.53333,-95.83333,35.53333,-95.81667
2003-05-15 19:45:00,2003-05-15 19:47:00,36.95,-101.06667,36.96667,-101.05
2003-05-15 17:46:00,2003-05-15 17:47:00,36.65,-101.78333,36.65,-101.78333
2003-05-01 16:55:00,2003-05-01 17:00:00,36.31667,-95.11667,36.31667,-95.11667
2003-05-01 17:00:00,2003-05-01 17:01:00,35.95,-95.13333,35.95,-95.13333
2003-05-08 00:08:00,2003-05-08 00:12:00,34.45,-97.86667,34.51667,-97.85
2003-05-15 20:00:00,2003-05-15 20:02:00,36.81667,-100.56667,36.83333,-100.56667
2003-05-08 00:17:00,2003-05-08 00:17:00,34.45,-97.71667,34.45,-97.71667
2003-05-15 18:20:00,2003-05-15 18:22:00,36.75,-101.56667,36.75,-101.56667
2003-05-15 18:35:00,2003-05-15 18:36:00,36.68333,-101.48333,36.68333,-101.48333
2003-05-01 17:51:00,2003-05-01 17:52:00,35.9,-95.38333,35.9,-95.38333
2003-05-01 17:14:00,2003-05-01 17:15:00,35.93333,-95.15,35.93333,-95.15
2003-05-06 16:11:00,2003-05-06 16:11:00,36.88333,-94.88333,36.88333,-94.88333
2003-05-08 05:04:00,2003-05-08 05:12:00,34.75,-95.76667,34.75,-95.76667
2003-05-09 23:25:00,2003-05-09 23:31:00,35.8,-96.51667,35.81667,-96.48333
2003-05-16 14:50:00,2003-05-16 14:52:00,35.21667,-94.8,35.21667,-94.8
2003-05-01 18:33:00,2003-05-01 18:34:00,35.28333,-94.5,35.28333,-94.5
2003-05-16 14:22:00,2003-05-16 14:26:00,35.28333,-95.13333,35.28333,-95.08333
2003-05-16 14:43:00,2003-05-16 14:50:00,35.23333,-94.86667,35.21667,-94.81667
2003-05-15 18:45:00,2003-05-15 18:46:00,36.75,-101.35,36.75,-101.35
2003-05-15 19:33:00,2003-05-15 19:36:00,36.6,-101.73333,36.61667,-101.71667
2003-05-16 13:15:00,2003-05-16 13:15:00,35.36667,-95.78333,35.36667,-95.78333
2003-05-01 17:04:00,2003-05-01 17:09:00,35.91667,-95.03333,35.91667,-95.03333
2003-05-01 17:46:00,2003-05-01 17:48:00,36.26667,-94.96667,36.26667,-94.96667
2003-05-08 01:54:00,2003-05-08 02:08:00,35.2,-99.5,35.2,-99.5
2003-05-16 12:30:00,2003-05-16 12:30:00,,,,
2003-05-04 16:24:00,2003-05-04 16:30:00,34.83333,-95.53333,34.83333,-95.53333
2003-05-15 22:03:00,2003-05-15 22:17:00,36.53333,-98.35,36.53333,-98.35
2003-05-08 16:04:00,2003-05-08 16:08:00,35.31667,-97.56667,35.31667,-97.53333
2003-05-09 20:00:00,2003-05-09 20:02:00,35.88333,-98.31667,35.88333,-98.31667
2003-05-09 22:49:00,2003-05-09 23:12:00,35.35,-98.68333,35.35,-98.68333
2003-05-09 22:06:00,2003-05-09 22:15:00,36.7,-97.08333,36.7,-97.08333
2003-05-15 15:45:00,2003-05-15 15:46:00,36.6,-102.11667,36.6,-102.11667
2003-05-16 12:08:00,2003-05-16 12:08:00,35.78333,-97.11667,35.78333,-97.11667
2003-05-16 02:53:00,2003-05-16 02:58:00,36.11667,-98.61667,36.11667,-98.61667
2003-05-08 01:23:00,2003-05-08 01:33:00,34.38333,-99.01667,34.38333,-99.01667
2003-05-16 13:20:00,2003-05-16 13:20:00,,,,
2003-05-04 16:55:00,2003-05-04 17:05:00,36.41667,-94.91667,36.41667,-94.91667
2003-05-16 12:11:00,2003-05-16 12:17:00,35.9,-97.86667,35.9,-97.86667
2003-05-16 12:15:00,2003-05-16 12:15:00,35.91667,-96.75,35.91667,-96.75
2003-05-08 16:10:00,2003-05-08 16:15:00,35.33333,-97.53333,35.36667,-97.48333
2003-05-08 16:15:00,2003-05-08 16:38:00,35.4,-97.48333,35.46667,-97.25
2003-05-09 20:53:00,2003-05-09 20:54:00,35.3,-98.78333,35.3,-98.78333
2003-05-09 19:50:00,2003-05-09 19:50:00,36.23333,-97.45,36.23333,-97.45
2003-05-09 20:17:00,2003-05-09 20:20:00,35.61667,-97.53333,35.61667,-97.53333
2003-05-09 20:20:00,2003-05-09 20:20:00,36.11667,-98.08333,36.11667,-98.08333
2003-05-09 21:10:00,2003-05-09 21:14:00,35.38333,-98.63333,35.38333,-98.63333
2003-05-08 16:00:00,2003-05-08 16:00:00,35.3,-97.61667,35.3,-97.61667
2003-05-16 12:20:00,2003-05-16 12:20:00,35.98333,-96.86667,35.98333,-96.86667
2003-05-08 17:08:00,2003-05-08 17:10:00,36.46667,-97.18333,36.46667,-97.16667
2003-05-04 17:58:00,2003-05-04 18:00:00,36.48333,-94.85,36.48333,-94.85
2003-05-16 13:09:00,2003-05-16 13:10:00,35.55,-95.81667,35.55,-95.81667
2003-05-09 22:15:00,2003-05-09 22:24:00,36.7,-97.08333,36.7,-97.08333
2003-05-09 21:29:00,2003-05-09 22:06:00,36.9,-97.06667,36.9,-97.06667
2003-05-09 21:18:00,2003-05-09 21:18:00,35.7,-98.38333,35.7,-98.38333
2003-05-16 13:10:00,2003-05-16 13:10:00,,,,
2003-05-16 12:05:00,2003-05-16 12:11:00,35.85,-97.11667,35.85,-97.11667
2003-05-08 00:32:00,2003-05-08 00:43:00,34.5,-99.16667,34.5,-99.16667
2003-04-19 18:25:00,2003-04-19 18:27:00,35.25,-95.13333,35.25,-95.13333
2003-04-19 19:11:00,2003-04-19 19:11:00,35.38333,-94.45,35.38333,-94.45
2003-04-19 16:04:00,2003-04-19 16:04:00,35.11667,-95.21667,35.11667,-95.21667
2003-04-19 14:55:00,2003-04-19 15:00:00,36.56667,-96.7,36.56667,-96.7
2004-04-21 18:26:00,2004-04-21 18:28:00,35.03333,-97.33333,35.03333,-97.33333
2004-04-21 18:28:00,2004-04-21 18:31:00,35.03333,-97.4,35.03333,-97.4
2004-04-22 17:21:00,2004-04-22 17:21:00,35.18333,-96.63333,35.18333,-96.63333
2004-04-23 13:59:00,2004-04-23 14:00:00,34.21667,-98.7,34.21667,-98.7
2004-05-24 18:29:00,2004-05-24 18:31:00,35.33333,-99.01667,35.33333,-99.01667
2004-05-24 18:58:00,2004-05-24 18:58:00,35.25,-98.85,35.25,-98.85
2004-05-24 17:21:00,2004-05-24 17:21:00,35.26667,-98.93333,35.26667,-98.93333
2004-05-24 17:27:00,2004-05-24 17:27:00,35.3,-98.81667,35.3,-98.81667
2004-04-22 16:58:00,2004-04-22 17:00:00,35.76667,-95.73333,35.76667,-95.73333
2004-04-22 17:02:00,2004-04-22 17:07:00,35.76667,-95.71667,35.78333,-95.68333
2004-04-22 14:53:00,2004-04-22 14:57:00,36.06667,-95.75,36.06667,-95.71667
2004-04-22 15:01:00,2004-04-22 15:16:00,36.08333,-95.68333,36.1,-95.61667
2004-04-22 15:55:00,2004-04-22 16:10:00,36.11667,-95.35,36.15,-95.23333
2004-04-22 16:38:00,2004-04-22 16:47:00,35.95,-95.56667,35.95,-95.55
2004-04-20 18:08:00,2004-04-20 18:08:00,36.08333,-96.5,36.08333,-96.5
2004-03-04 17:27:00,2004-03-04 17:27:00,35.43333,-94.61667,35.45,-94.6
2004-04-21 17:29:00,2004-04-21 17:32:00,36.21667,-96.43333,36.21667,-96.41667
2004-04-06 18:10:00,2004-04-06 18:12:00,34.25,-98.78333,34.25,-98.78333
2004-03-27 12:43:00,2004-03-27 12:48:00,35.83333,-97.9,35.83333,-97.9
2004-03-27 13:20:00,2004-03-27 13:20:00,36.23333,-99.08333,36.23333,-99.08333
2004-03-27 13:33:00,2004-03-27 13:42:00,35.85,-97.93333,35.85,-97.93333
2004-03-27 13:54:00,2004-03-27 13:54:00,36.45,-98.8,36.45,-98.8
2004-03-27 14:02:00,2004-03-27 14:03:00,36.53333,-98.31667,36.53333,-98.31667
2004-03-27 14:27:00,2004-03-27 14:27:00,36.43333,-98.28333,36.43333,-98.28333
2004-03-27 14:55:00,2004-03-27 14:55:00,36.53333,-98.15,36.53333,-98.15
2004-03-27 15:00:00,2004-03-27 15:02:00,36.43333,-98.28333,36.43333,-98.28333
2004-03-27 15:30:00,2004-03-27 15:31:00,36.11667,-97.21667,36.11667,-97.21667
2004-03-27 15:54:00,2004-03-27 15:54:00,36.18333,-97.06667,36.18333,-97.06667
2004-03-27 18:54:00,2004-03-27 18:54:00,36.25,-96.93333,36.25,-96.93333
2004-05-13 15:04:00,2004-05-13 15:10:00,36.08333,-95.1,36.08333,-95.1
2004-05-29 22:18:00,2004-05-29 22:33:00,35.83333,-96.6,35.86667,-96.46667
2004-05-29 22:33:00,2004-05-29 22:44:00,35.86667,-96.46667,35.88333,-96.41667
2004-05-26 18:40:00,2004-05-26 18:43:00,36.46667,-96.98333,36.46667,-96.96667
2004-05-26 19:59:00,2004-05-26 20:01:00,36.3,-96.28333,36.31667,-96.28333
2004-05-29 23:12:00,2004-05-29 23:26:00,35.95,-96.28333,35.98333,-96.18333
2004-06-09 17:24:00,2004-06-09 17:34:00,35.7,-96.96667,35.73333,-96.9
2004-06-09 17:53:00,2004-06-09 17:58:00,35.88333,-96.86667,35.9,-96.86667
2004-05-29 23:33:00,2004-05-29 23:34:00,35.96667,-96.13333,35.96667,-96.13333
2004-05-30 00:42:00,2004-05-30 00:50:00,35.95,-95.43333,35.96667,-95.38333
2004-05-30 00:51:00,2004-05-30 01:05:00,36.11667,-95.21667,36.13333,-95.23333
2004-05-29 19:22:00,2004-05-29 19:22:00,35.63333,-98.03333,35.63333,-98.03333
2004-05-29 19:04:00,2004-05-29 19:14:00,35.63333,-98.11667,35.61667,-98.05
2004-05-29 19:14:00,2004-05-29 19:20:00,35.65,-98.08333,35.63333,-98.05
2004-05-29 19:45:00,2004-05-29 19:47:00,35.68333,-97.56667,35.68333,-97.56667
2004-05-29 20:04:00,2004-05-29 20:10:00,35.68333,-97.2,35.68333,-97.2
2004-05-29 18:17:00,2004-05-29 18:38:00,35.98333,-96.76667,35.98333,-96.76667
2004-05-24 18:21:00,2004-05-24 18:24:00,35.28333,-99.08333,35.28333,-99.08333
2004-05-24 18:27:00,2004-05-24 18:31:00,34.96667,-99.38333,34.96667,-99.38333
2004-05-24 18:32:00,2004-05-24 18:33:00,35.3,-98.98333,35.3,-98.98333
2004-05-26 18:37:00,2004-05-26 18:40:00,36.4,-97.08333,36.45,-97.03333
2004-05-29 21:01:00,2004-05-29 21:03:00,35.76667,-97.21667,35.76667,-97.21667
2004-05-29 17:29:00,2004-05-29 17:40:00,35.7,-98.8,35.66667,-98.7
2004-05-29 21:17:00,2004-05-29 21:25:00,35.78333,-97.18333,35.83333,-97.15
2004-05-29 19:11:00,2004-05-29 19:15:00,35.73333,-98.16667,35.73333,-98.16667
2004-05-29 18:38:00,2004-05-29 19:11:00,35.66667,-98.31667,35.71667,-98.18333
2004-05-29 21:27:00,2004-05-29 21:32:00,35.8,-97.06667,35.8,-97.03333
2004-06-15 17:17:00,2004-06-15 17:26:00,36.61667,-102.63333,36.61667,-102.63333
2004-06-09 16:35:00,2004-06-09 16:35:00,35.33333,-97.35,35.33333,-97.35
2004-11-10 18:15:00,2004-11-10 18:15:00,35.91667,-96.76667,35.91667,-96.76667
2004-11-10 16:36:00,2004-11-10 16:38:00,35.5,-97.35,35.51667,-97.33333
2004-11-10 16:43:00,2004-11-10 16:50:00,35.53333,-97.3,35.56667,-97.23333
2004-10-06 14:38:00,2004-10-06 14:39:00,34.35,-98.41667,34.35,-98.41667
2004-11-10 17:00:00,2004-11-10 17:03:00,35.61667,-97.2,35.63333,-97.18333
2004-11-10 17:40:00,2004-11-10 17:47:00,35.73333,-96.93333,35.75,-96.88333
2004-11-10 18:05:00,2004-11-10 18:05:00,35.85,-96.78333,35.85,-96.78333
2005-03-21 15:45:00,2005-03-21 15:46:00,36.9,-98.1,36.9,-98.1
2005-03-21 15:45:00,2005-03-21 15:45:00,35.08333,-96.3,35.08333,-96.3
2005-03-21 16:12:00,2005-03-21 16:22:00,35.45,-96.16667,35.5,-96.11667
2005-03-21 18:45:00,2005-03-21 18:47:00,35.26667,-95.38333,35.28333,-95.38333
2005-03-21 15:59:00,2005-03-21 16:01:00,35.48333,-96.23333,35.5,-96.21667
2005-03-21 16:06:00,2005-03-21 16:07:00,35.51667,-96.2,35.51667,-96.2
